areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
nation,England,E92000001,2020-03-05,46,275,46,275,,
nation,England,E92000001,2020-03-04,49,229,49,229,,
nation,England,E92000001,2020-03-03,52,180,52,180,,
nation,England,E92000001,2020-03-02,40,128,40,128,,
nation,England,E92000001,2020-03-01,18,88,18,88,,
nation,England,E92000001,2020-02-29,4,70,4,70,,
nation,England,E92000001,2020-02-28,11,66,11,66,,
nation,England,E92000001,2020-02-27,7,55,7,55,,
nation,England,E92000001,2020-02-26,1,48,1,48,,
nation,England,E92000001,2020-02-25,3,47,3,47,,
nation,England,E92000001,2020-02-24,2,44,2,44,,
nation,England,E92000001,2020-02-23,6,42,6,42,,
nation,England,E92000001,2020-02-22,0,36,0,36,,
nation,England,E92000001,2020-02-21,2,36,2,36,,
nation,England,E92000001,2020-02-20,0,34,0,34,,
nation,England,E92000001,2020-02-19,0,34,0,34,,
nation,England,E92000001,2020-02-18,0,34,0,34,,
nation,England,E92000001,2020-02-17,1,34,1,34,,
nation,England,E92000001,2020-02-16,0,33,0,33,,
nation,England,E92000001,2020-02-15,0,33,0,33,,
nation,England,E92000001,2020-02-14,0,33,0,33,,
nation,England,E92000001,2020-02-13,1,33,1,33,,
nation,England,E92000001,2020-02-12,1,32,1,32,,
nation,England,E92000001,2020-02-11,4,31,4,31,,
nation,England,E92000001,2020-02-10,1,27,1,27,,
nation,England,E92000001,2020-02-09,1,26,1,26,,
nation,England,E92000001,2020-02-08,3,25,3,25,,
nation,England,E92000001,2020-02-07,0,22,0,22,,
nation,England,E92000001,2020-02-06,0,22,0,22,,
nation,England,E92000001,2020-02-05,1,22,1,22,,
nation,England,E92000001,2020-02-04,0,21,0,21,,
nation,England,E92000001,2020-02-03,19,21,19,21,,
nation,England,E92000001,2020-02-02,1,2,1,2,,
nation,England,E92000001,2020-02-01,0,1,0,1,,
nation,England,E92000001,2020-01-31,0,1,0,1,,
nation,England,E92000001,2020-01-30,1,1,1,1,,
