9.999999642857142490e-01,3.571428571428571172e-08
9.999996428311340724e-01,3.999073414304032502e-08
9.999992829884103429e-01,4.477775570023245981e-08
9.999988803785717639e-01,5.013356324844700616e-08
9.999984292145902565e-01,5.613507706097896807e-08
9.999979245151002782e-01,6.284847344193229662e-08
9.999973588263388891e-01,7.037280218980338170e-08
9.999967253877916074e-01,7.879790640399622056e-08
9.999960174329705076e-01,8.821370836364254475e-08
9.999952241682775744e-01,9.876350834351853840e-08
9.999943333493948039e-01,1.106098354302486579e-07
9.999933352308997270e-01,1.238820966851294828e-07
9.999922200673697636e-01,1.387096991694575927e-07
9.999909741041651534e-01,1.552751039193976939e-07
9.999895746997911061e-01,1.738783717408851468e-07
9.999880057461018046e-01,1.947331076206507579e-07
9.999862515249710038e-01,2.180477554146151957e-07
9.999842943376423543e-01,2.440568892967219087e-07
9.999821005204821978e-01,2.732057069634423101e-07
9.999796418813292620e-01,3.058672213499597118e-07
9.999768925945746734e-01,3.423832236324538436e-07
9.999738158810047572e-01,3.832392481032135663e-07
9.999703652054449110e-01,4.290488556042301285e-07
9.999665029896724899e-01,4.803080657461351365e-07
9.999621887590276481e-01,5.375506863556953855e-07
9.999573566257055068e-01,6.016420932308145739e-07
9.999519469727723431e-01,6.733658454532266468e-07
9.999458981438555938e-01,7.535314230022175574e-07
9.999391215151524070e-01,8.432968243286258682e-07
9.999315387732971017e-01,9.436867990801475649e-07
9.999230613842261528e-01,1.055856465335270326e-06
9.999135659595832504e-01,1.181406567497461209e-06
9.999029465617621515e-01,1.321714735028698289e-06
9.998910775699125786e-01,1.478406360584153194e-06
9.998777960785694141e-01,1.653576663318903967e-06
9.998629475327467375e-01,1.849213019553536368e-06
9.998463344301159461e-01,2.067831908054706941e-06
9.998277677317510825e-01,2.311844415270058147e-06
9.998070041549038667e-01,2.584315202195436185e-06
9.997838020545983806e-01,2.888288971289186641e-06
9.997578719865403141e-01,3.227365578023587830e-06
9.997288991881310150e-01,3.605440741793820337e-06
9.996965524188046182e-01,4.026585715316029343e-06
9.996604310748764544e-01,4.495649805644589459e-06
9.996201072385181297e-01,5.017755060989739874e-06
9.995751145032985008e-01,5.598427151883420179e-06
9.995249208277200426e-01,6.243835775339152956e-06
9.994689603213178231e-01,6.960470066562599434e-06
9.994065984445347217e-01,7.755434079502547992e-06
9.993371529726637892e-01,8.636227087368608519e-06
9.992598564979434661e-01,9.610983320906335019e-06
9.991738688078297681e-01,1.068842101149160787e-05
9.990782874587562645e-01,1.187744719434262385e-05
9.989721241813211972e-01,1.318755617835656172e-05
9.988543167348842289e-01,1.462824867011693430e-05
9.987237252932521514e-01,1.620927857688691398e-05
9.985791262825945980e-01,1.794017603889323806e-05
9.984192142474076492e-01,1.983027716311878532e-05
9.982426120516306733e-01,2.188827081431997553e-05
9.980478741171616708e-01,2.412171235228067340e-05
9.978335086845921964e-01,2.653651011769701337e-05
9.975979588901864314e-01,2.913757666554794040e-05
9.973396628308349721e-01,3.192665637815842860e-05
9.970570430009988439e-01,3.490279532086293152e-05
9.967485540798111110e-01,3.806093353185929616e-05
9.964127224173862096e-01,4.139154509334462469e-05
9.960481603225901370e-01,4.488031750964029451e-05
9.956536465592414897e-01,4.850690072367704010e-05
9.952281676469122429e-01,5.224456045910517456e-05
9.947709642292626997e-01,5.605993669325099881e-05
9.942815887643224881e-01,5.991288644741317242e-05
9.937599628476551095e-01,6.375663182572539661e-05
9.932064285765374034e-01,6.753820841687368734e-05
9.926217965677808230e-01,7.119946844032515201e-05
9.920073961558633080e-01,7.467827985892507513e-05
9.913651027210190758e-01,7.791036739833400967e-05
9.906973182109010123e-01,8.083156337210486617e-05
9.900069678765055503e-01,8.338014592793120184e-05
9.892974648849796049e-01,8.549941262645127953e-05
9.885726653277001619e-01,8.714018605265695986e-05
9.878367870284946450e-01,8.826329621005988982e-05
9.870943164050172136e-01,8.884141030574922769e-05
9.863499004335991582e-01,8.886039540985024771e-05
9.856082349647686813e-01,8.832024397671640143e-05
9.848739382612472504e-01,8.723495986963490537e-05
9.841514419448224027e-01,8.563171137970346963e-05
9.834448887958110452e-01,8.354947670475230124e-05
9.827580482096988090e-01,8.103685983277419567e-05
9.820942263594650834e-01,7.815049779514622466e-05
9.814562412203438058e-01,7.495162181495839120e-05
9.808463729608879467e-01,7.150430329792641809e-05
9.802663694478747081e-01,6.787236083960528294e-05
9.797174584968990629e-01,6.411721452608746923e-05
9.792003698551094981e-01,6.029648129637094897e-05
9.787153751605630614e-01,5.646279756504478560e-05
9.782623358559590088e-01,5.266281891798067348e-05
9.778407569330118676e-01,4.893669616064041944e-05
9.774498428657113491e-01,4.531786655600907813e-05
9.770885532399800066e-01,4.183301024887008227e-05
9.767556549624601958e-01,3.850266596375018842e-05
9.764497719747099458e-01,3.534158135650824800e-05
9.761694340951023730e-01,3.235934651657309836e-05
9.759131127442920439e-01,2.956132370855177528e-05
9.756792534559397545e-01,2.694907737133414794e-05
9.754663104519650796e-01,2.452111020068508226e-05
9.752727598597364933e-01,2.227343955918179285e-05
9.750971205922845941e-01,2.020012498694192832e-05
9.749379712728472036e-01,1.829379917813996485e-05
9.747939566539227663e-01,1.654608479161666736e-05
9.746637943394826920e-01,1.494793338002518062e-05
9.745462791286897408e-01,1.348992478761508020e-05
9.744402894554307082e-01,1.216262166650970277e-05
9.743447782963720050e-01,1.095653006320670435e-05
9.742587801864563968e-01,9.862458646382325404e-06
